event_id,fight_id,date,location,winner,winner_id
1d00756835ca67c9,53d0df57a917c6a0,"March 19, 2022","London, England, United Kingdom",Jack Shore,b8a85389d115e35a
1d00756835ca67c9,5e378c52f26935d6,"March 19, 2022","London, England, United Kingdom",Elise Reed,ac7c765882f2c68c
1d00756835ca67c9,4c7e55061dc3bf89,"March 19, 2022","London, England, United Kingdom",Muhammad Mokaev,75353550928a7921
1fac46d466abd5b8,c4e866d9dd606faa,"March 26, 2022","Columbus, Ohio, USA",Curtis Blaydes,fa6796c55d6c5440
1fac46d466abd5b8,1b650c76387c0f4b,"March 26, 2022","Columbus, Ohio, USA",Alexa Grasso,e8b731feff72294b
1fac46d466abd5b8,f3c37e23ca30c87d,"March 26, 2022","Columbus, Ohio, USA",Bryan Barberena,a331233f597090a5
1fac46d466abd5b8,410e65e4d1782bfc,"March 26, 2022","Columbus, Ohio, USA",Kai Kara-France,853eb0dd5c0e2149
1fac46d466abd5b8,3f92025b29e06bfd,"March 26, 2022","Columbus, Ohio, USA",Neil Magny,84b3e7d38f2d2ec5
1fac46d466abd5b8,f6afaf2a39fa441c,"March 26, 2022","Columbus, Ohio, USA",Marc Diakiese,32c355b04fc57f3a
1fac46d466abd5b8,bb31c77bddd1317e,"March 26, 2022","Columbus, Ohio, USA",Sara McMann,7be74a12d7352df2
1fac46d466abd5b8,d0b7a79d3e7f3362,"March 26, 2022","Columbus, Ohio, USA",Chris Gutierrez,45f0cc9d18f35137
1fac46d466abd5b8,6ed495c177d69a3a,"March 26, 2022","Columbus, Ohio, USA",Aliaskhab Khizriev,7ab478c397cd68ef
1fac46d466abd5b8,3ecccdab76baa59c,"March 26, 2022","Columbus, Ohio, USA",Manon Fiorot,34ff304266360297
1fac46d466abd5b8,82b2b97b85c7225c,"March 26, 2022","Columbus, Ohio, USA",Matheus Nicolau,1a31ef98efce7a79
1fac46d466abd5b8,97e522591ac7eb29,"March 26, 2022","Columbus, Ohio, USA",Luis Saldana,12e0fdc606f7e274
1f9344211ca7fd60,8aa16cc1ba99aac1,"March 12, 2022","Las Vegas, Nevada, USA",Magomed Ankalaev,d802174b0c0c1f4e
1f9344211ca7fd60,9b46a662b8fa1d8d,"March 12, 2022","Las Vegas, Nevada, USA",Song Yadong,efb96bf3e9ada36f
1f9344211ca7fd60,70b8d357e89383bd,"March 12, 2022","Las Vegas, Nevada, USA",Sodiq Yusuff,94426bb170c88115
1f9344211ca7fd60,23eec2d9cb2d78cd,"March 12, 2022","Las Vegas, Nevada, USA",Khalil Rountree Jr.,749f572d1d3161fb
1f9344211ca7fd60,463fac0e48505b62,"March 12, 2022","Las Vegas, Nevada, USA",Drew Dober,519e4fe37ce9ff75
1f9344211ca7fd60,226884e46a10865d,"March 12, 2022","Las Vegas, Nevada, USA",Alex Pereira,e5549c82bfb5582d
1f9344211ca7fd60,3b06c512abfa0494,"March 12, 2022","Las Vegas, Nevada, USA",Matthew Semelsberger,4aa58269d0664b5b
1f9344211ca7fd60,26fbee4ed13ff35d,"March 12, 2022","Las Vegas, Nevada, USA",JJ Aldrich,6fd953151d981979
1f9344211ca7fd60,b70313eae7c24b27,"March 12, 2022","Las Vegas, Nevada, USA",Javid Basharat,bbab3baf66128ae2
1f9344211ca7fd60,5cad3ab6553e9ec9,"March 12, 2022","Las Vegas, Nevada, USA",Damon Jackson,29af297d9f1de0f8
1f9344211ca7fd60,b55de7d791b9f62d,"March 12, 2022","Las Vegas, Nevada, USA",Miranda Maverick,f29a6350c69f4a33
1f9344211ca7fd60,9cb78122a23e6a7d,"March 12, 2022","Las Vegas, Nevada, USA",Cody Brundage,f14f644d41ade29f
1f9344211ca7fd60,b400c29fbeee0206,"March 12, 2022","Las Vegas, Nevada, USA",Guido Cannetti,d05412b513b19621
1f9344211ca7fd60,f10c2c84652ef573,"March 12, 2022","Las Vegas, Nevada, USA",Azamat Murzakanov,e90a2f22417af68e
f6a7b02c42e9fc5b,2f4d42e0b9696f71,"February 26, 2022","Las Vegas, Nevada, USA",Islam Makhachev,275aca31f61ba28c
f6a7b02c42e9fc5b,01468f766dd7385c,"February 26, 2022","Las Vegas, Nevada, USA",Wellington Turman,4dcfb28c011c11b2
f6a7b02c42e9fc5b,c4eb14c3de579842,"February 26, 2022","Las Vegas, Nevada, USA",Priscila Cachoeira,b1e5bcaad32a3cac
f6a7b02c42e9fc5b,8515f07911765f89,"February 26, 2022","Las Vegas, Nevada, USA",Arman Tsarukyan,eae48ff31db420c2
f6a7b02c42e9fc5b,84d633d4a9fbf331,"February 26, 2022","Las Vegas, Nevada, USA",Armen Petrosyan,369ea36e450ae62a
f6a7b02c42e9fc5b,61a20ff34b6948ba,"February 26, 2022","Las Vegas, Nevada, USA",Ignacio Bahamondes,e4a47b07044ddd72
f6a7b02c42e9fc5b,f087a10a6f2bcc99,"February 26, 2022","Las Vegas, Nevada, USA",Josiane Nunes,68d35296f566792b
f6a7b02c42e9fc5b,cb1f27818d46af0e,"February 26, 2022","Las Vegas, Nevada, USA",Terrance McKinney,809bd1a871491508
f6a7b02c42e9fc5b,901e62b7af57f559,"February 26, 2022","Las Vegas, Nevada, USA",Jonathan Martinez,f2477cf43c4975cc
f6a7b02c42e9fc5b,c5d5fcf290cc029e,"February 26, 2022","Las Vegas, Nevada, USA",Ramiz Brahimaj,3d074044a33825e7
f6a7b02c42e9fc5b,181ceedcacc01d48,"February 26, 2022","Las Vegas, Nevada, USA",Carlos Hernandez,798e48f9e7f6ba22
77940e45bc86208e,f7865e5a6d009a87,"February 19, 2022","Las Vegas, Nevada, USA",Jamahal Hill,5444c5a201d3ee5a
77940e45bc86208e,99fd8396cbe1df03,"February 19, 2022","Las Vegas, Nevada, USA",Kyle Daukaus,d6c0cdd7e467c440
77940e45bc86208e,93026443e5140415,"February 19, 2022","Las Vegas, Nevada, USA",Parker Porter,ac40f7e3cbecdda4
77940e45bc86208e,958799d957945a3a,"February 19, 2022","Las Vegas, Nevada, USA",Jim Miller,d1941565abf50b16
77940e45bc86208e,04e2d50c24a88dbd,"February 19, 2022","Las Vegas, Nevada, USA",Joaquin Buckley,b9437600497350f3
77940e45bc86208e,25da52bc590ef664,"February 19, 2022","Las Vegas, Nevada, USA",David Onama,ffe9703408fb5964
77940e45bc86208e,e36a5d4d53b97d4e,"February 19, 2022","Las Vegas, Nevada, USA",Stephanie Egger,5e6294b37bbef029
77940e45bc86208e,2d8db91f91f68069,"February 19, 2022","Las Vegas, Nevada, USA",Chas Skelly,4bd6b4800070b069
77940e45bc86208e,33cc40fc1da409d3,"February 19, 2022","Las Vegas, Nevada, USA",Gloria de Paula,5dd180c8b3196786
77940e45bc86208e,ea63f56779100678,"February 19, 2022","Las Vegas, Nevada, USA",Chad Anheliger,c7c39e2fb70248b3
77940e45bc86208e,528c208293bdef13,"February 19, 2022","Las Vegas, Nevada, USA",Jonathan Pearce,87c0b1c696ddfb43
77940e45bc86208e,8cd583f6d10692bc,"February 19, 2022","Las Vegas, Nevada, USA",Mario Bautista,bc711b6dd95c1af6
75e0d3cc2262b732,d03d0abf331df751,"March 05, 2022","Las Vegas, Nevada, USA",Colby Covington,dc9572dd6ec74859
75e0d3cc2262b732,838bb84a5a976a9c,"March 05, 2022","Las Vegas, Nevada, USA",Rafael Dos Anjos,6a2f7c151031653d
75e0d3cc2262b732,abd45edc07a8d9e3,"March 05, 2022","Las Vegas, Nevada, USA",Bryce Mitchell,d9c6f19f958643e9
75e0d3cc2262b732,43b43c5d439b2f98,"March 05, 2022","Las Vegas, Nevada, USA",Kevin Holland,3a46b268013afede
75e0d3cc2262b732,cda06ff86cfe4f5f,"March 05, 2022","Las Vegas, Nevada, USA",Serghei Spivac,e2f6b2769aaedd6c
75e0d3cc2262b732,fce6ab43b7d09aa4,"March 05, 2022","Las Vegas, Nevada, USA",Jalin Turner,4d8fa64202cee4c1
75e0d3cc2262b732,9321b3c90ea5ca6c,"March 05, 2022","Las Vegas, Nevada, USA",Marina Rodriguez,cd2c4d30c6e13b47
75e0d3cc2262b732,ee278a5a25744cac,"March 05, 2022","Las Vegas, Nevada, USA",Nicolae Negumereanu,8c57c7b8c3bab0eb
75e0d3cc2262b732,c6fc43c351b08bda,"March 05, 2022","Las Vegas, Nevada, USA",Maryna Moroz,b4192a975027aab6
75e0d3cc2262b732,59d44b6888885500,"March 05, 2022","Las Vegas, Nevada, USA",Umar Nurmagomedov,2b6fc1c02736833d
75e0d3cc2262b732,c420c376cc1d149c,"March 05, 2022","Las Vegas, Nevada, USA",Tim Elliott,c96d9178c9ed9e62
75e0d3cc2262b732,36d9337a27b71ba9,"March 05, 2022","Las Vegas, Nevada, USA",Ludovit Klein,5b86d491d63890c5
75e0d3cc2262b732,d5323490163dde0e,"March 05, 2022","Las Vegas, Nevada, USA",Dustin Jacoby,e4277e87a789d687
cbb682f5fcc44bfc,ca8f73d038c4d6e7,"February 12, 2022","Houston, Texas, USA",Israel Adesanya,1338e2c7480bdf9e
cbb682f5fcc44bfc,bb42336d6417914c,"February 12, 2022","Houston, Texas, USA",Tai Tuivasa,c62fbc117d57b943
cbb682f5fcc44bfc,18a1617ee7356352,"February 12, 2022","Houston, Texas, USA",Jared Cannonier,13a0275fa13c4d26
cbb682f5fcc44bfc,238832b58a66ae07,"February 12, 2022","Houston, Texas, USA",Renato Moicano,b6452706b373eea1
cbb682f5fcc44bfc,388adad23aaa9d39,"February 12, 2022","Houston, Texas, USA",King Green,887961364be5ceb3
cbb682f5fcc44bfc,81c22cfa22002ea4,"February 12, 2022","Houston, Texas, USA",Andrei Arlovski,3738e68d2261e60f
cbb682f5fcc44bfc,b1e048825b5bbe1c,"February 12, 2022","Houston, Texas, USA",Casey O'Neill,04835018f90b118c
cbb682f5fcc44bfc,a0ba726da4a50458,"February 12, 2022","Houston, Texas, USA",Kyler Phillips,60425d07ef4b91a7
cbb682f5fcc44bfc,3bebd99d5f94bec7,"February 12, 2022","Houston, Texas, USA",Carlos Ulberg,9014c02eff8b3d62
cbb682f5fcc44bfc,19e742ccaa09cf08,"February 12, 2022","Houston, Texas, USA",Ronnie Lawrence,e7e01e266a9d4342
cbb682f5fcc44bfc,c16bda7548181613,"February 12, 2022","Houston, Texas, USA",Jacob Malkoun,d4270315cbcf2569
cbb682f5fcc44bfc,821bef3a3394dd96,"February 12, 2022","Houston, Texas, USA",Douglas Silva de Andrade,3a314d9fa7c6825d
cbb682f5fcc44bfc,507080ccded73591,"February 12, 2022","Houston, Texas, USA",Jeremiah Wells,d66a46de8d705353
cbb682f5fcc44bfc,6708f3a32861038a,"February 12, 2022","Houston, Texas, USA",Maxim Grishin,950d0ef5c17157c5
883922e5cd6d8473,4b67a1875390e7ad,"February 05, 2022","Las Vegas, Nevada, USA",Sean Strickland,0d8011111be000b2
883922e5cd6d8473,ace166f26c2ac2e8,"February 05, 2022","Las Vegas, Nevada, USA",Nick Maximov,12585614e0ed2626
883922e5cd6d8473,6b4c2cc27855506a,"February 05, 2022","Las Vegas, Nevada, USA",Shavkat Rakhmonov,01afe0916a40c7c5
883922e5cd6d8473,0730c4e6fb247fa1,"February 05, 2022","Las Vegas, Nevada, USA",Brendan Allen,2f181c0467965b98
883922e5cd6d8473,0489b42ac0ab6d4b,"February 05, 2022","Las Vegas, Nevada, USA",Bryan Battle,f626118b6da0e020
883922e5cd6d8473,208c5dc52ccfd47a,"February 05, 2022","Las Vegas, Nevada, USA",Julian Erosa,902ec2cc48c8ae8a
883922e5cd6d8473,c816a969cb001168,"February 05, 2022","Las Vegas, Nevada, USA",John Castaneda,5fa2974cbd18e05c
883922e5cd6d8473,84ebbad426d25713,"February 05, 2022","Las Vegas, Nevada, USA",Hakeem Dawodu,2c9d00968f818270
883922e5cd6d8473,f9ab966e63968c15,"February 05, 2022","Las Vegas, Nevada, USA",Chidi Njokuani,c68c68efaa5ca6ef
883922e5cd6d8473,673ed36fa5c12d5f,"February 05, 2022","Las Vegas, Nevada, USA",Alexis Davis,4c2d90e335e6df19
883922e5cd6d8473,e82f15afac3dac93,"February 05, 2022","Las Vegas, Nevada, USA",Jailton Almeida,41e83a89929d1327
883922e5cd6d8473,342779192b116314,"February 05, 2022","Las Vegas, Nevada, USA",Phil Rowe,8e382b585a92affe
883922e5cd6d8473,1765fc442ea03873,"February 05, 2022","Las Vegas, Nevada, USA",Malcolm Gordon,dee294e9717012c2
335ad945324c3a2e,e786542667fdecf0,"January 22, 2022","Anaheim, California, USA",Francis Ngannou,8d03ce87ca14e778
335ad945324c3a2e,cddd3d4febe097f8,"January 22, 2022","Anaheim, California, USA",Deiveson Figueiredo,aa72b0f831d0bfe5
335ad945324c3a2e,5ba543efdce072f5,"January 22, 2022","Anaheim, California, USA",Michel Pereira,595db60957de51d3
335ad945324c3a2e,80f65ee9b6f8d63b,"January 22, 2022","Anaheim, California, USA",Said Nurmagomedov,0fd5f4b838e890cc
335ad945324c3a2e,453283e947919ff7,"January 22, 2022","Anaheim, California, USA",Michael Morales,c32aeb1a59e6272d
335ad945324c3a2e,44a55ba1de2b30e2,"January 22, 2022","Anaheim, California, USA",Victor Henry,eb8d8c2a95cfccb8
335ad945324c3a2e,0669231ebe3dd560,"January 22, 2022","Anaheim, California, USA",Jack Della Maddalena,6b453bc35a823c3f
335ad945324c3a2e,9687021e5c4d092a,"January 22, 2022","Anaheim, California, USA",Tony Gravely,601964f9654f911a
335ad945324c3a2e,5da7168ac2ff0e1d,"January 22, 2022","Anaheim, California, USA",Matt Frevola,dccb63727f2f5f74
335ad945324c3a2e,4047c2e259529179,"January 22, 2022","Anaheim, California, USA",Vanessa Demopoulos,2c483cf443f38ece
335ad945324c3a2e,0a0beb5aa9810de4,"January 22, 2022","Anaheim, California, USA",Jasmine Jasudavicius,a9e260472d321361
f5585e675af7afd4,9dfcf675cf2c1575,"January 15, 2022","Las Vegas, Nevada, USA",Calvin Kattar,751de04455cfaac0
f5585e675af7afd4,3bcbb0e039f4f5d8,"January 15, 2022","Las Vegas, Nevada, USA",Jake Collier,92fa1401b7927da3
f5585e675af7afd4,8d89f3b8798f444d,"January 15, 2022","Las Vegas, Nevada, USA",Brandon Royval,6e15f63b6c2e2c15
f5585e675af7afd4,f9a4e625dffc30d4,"January 15, 2022","Las Vegas, Nevada, USA",Katlyn Cerminara,e872e9a9a902c045
f5585e675af7afd4,b5b5156c713c5d47,"January 15, 2022","Las Vegas, Nevada, USA",Viacheslav Borshchev,19c591115a58982c
f5585e675af7afd4,8693027377658e61,"January 15, 2022","Las Vegas, Nevada, USA",Bill Algeo,9abc648e76c4493a
f5585e675af7afd4,e8517ed0b49abc37,"January 15, 2022","Las Vegas, Nevada, USA",Jamie Pickett,830f60497fab345a
f5585e675af7afd4,3738135e4c9d8273,"January 15, 2022","Las Vegas, Nevada, USA",Court McGee,523fa774700d7d3f
f5585e675af7afd4,7c2a02b5ea169b54,"January 15, 2022","Las Vegas, Nevada, USA",Brian Kelleher,7be14eaed4c74856
f5585e675af7afd4,3a8c0158d910546d,"January 15, 2022","Las Vegas, Nevada, USA",TJ Brown,d31cbcdd7d69536d
2a470ad41c22c25a,4b7ec02b39fc6f70,"December 18, 2021","Las Vegas, Nevada, USA",Derrick Lewis,d3df1add9d9a7efb
2a470ad41c22c25a,8b3b38167060b1d7,"December 18, 2021","Las Vegas, Nevada, USA",Belal Muhammad,b1b0729d27936f2f
2a470ad41c22c25a,2e200563dd7c4922,"December 18, 2021","Las Vegas, Nevada, USA",Amanda Lemos,3df5493bb279226f
2a470ad41c22c25a,a43dcd04788d95c7,"December 18, 2021","Las Vegas, Nevada, USA",Ricky Simon,5987b2458f4b5290
2a470ad41c22c25a,730f14ccff80f3b0,"December 18, 2021","Las Vegas, Nevada, USA",Mateusz Gamrot,72db2a14ffa73ece
2a470ad41c22c25a,2a5484a6d5e7a2da,"December 18, 2021","Las Vegas, Nevada, USA",Cub Swanson,d247691a6c0e9034
2a470ad41c22c25a,bdaca0a96d44438a,"December 18, 2021","Las Vegas, Nevada, USA",Gerald Meerschaert,6ac9bc2953c47345
2a470ad41c22c25a,fc0927c657c51622,"December 18, 2021","Las Vegas, Nevada, USA",Justin Tafa,e13abac8089a801a
2a470ad41c22c25a,dd552b389152636a,"December 18, 2021","Las Vegas, Nevada, USA",Melissa Gatto,a4a80dd7336ffd59
2a470ad41c22c25a,b4f88d65b47c2a39,"December 18, 2021","Las Vegas, Nevada, USA",Charles Jourdain,f1d64ae34e088832
2a470ad41c22c25a,85d9a516c3c6c205,"December 18, 2021","Las Vegas, Nevada, USA",Raquel Pennington,fc169c387b4b465d
2a470ad41c22c25a,a760d0f5de2e1aaa,"December 18, 2021","Las Vegas, Nevada, USA",Don'Tale Mayes,1a9480fc288e55d7
2a470ad41c22c25a,ea76a3af8c5ecc55,"December 18, 2021","Las Vegas, Nevada, USA",Jordan Leavitt,ac026518a9b4dc0f
ef927e4fe2117ab8,b22eab3aa1522f40,"December 11, 2021","Las Vegas, Nevada, USA",Charles Oliveira,07225ba28ae309b6
ef927e4fe2117ab8,0b633295d9e017a3,"December 11, 2021","Las Vegas, Nevada, USA",Julianna Pena,3253b16d38ae087d
ef927e4fe2117ab8,2d0d13dfc6c37ba8,"December 11, 2021","Las Vegas, Nevada, USA",Geoff Neal,b997be68943010fc
ef927e4fe2117ab8,795aa42785a46643,"December 11, 2021","Las Vegas, Nevada, USA",Kai Kara-France,853eb0dd5c0e2149
ef927e4fe2117ab8,8c01b7dccc4d0926,"December 11, 2021","Las Vegas, Nevada, USA",Sean O'Malley,b50a426a33da0012
ef927e4fe2117ab8,6537a32e7af905b0,"December 11, 2021","Las Vegas, Nevada, USA",Josh Emmett,fba03cd6cc28dc41
ef927e4fe2117ab8,abb8c6c0a057184e,"December 11, 2021","Las Vegas, Nevada, USA",Dominick Cruz,10f3ba6cd2f44a97
ef927e4fe2117ab8,50f2539c73b98eec,"December 11, 2021","Las Vegas, Nevada, USA",Tai Tuivasa,c62fbc117d57b943
ef927e4fe2117ab8,9039762cb9f4abdb,"December 11, 2021","Las Vegas, Nevada, USA",Bruno Silva,12ebd7d157e91701
ef927e4fe2117ab8,16243b1470887cb6,"December 11, 2021","Las Vegas, Nevada, USA",Andre Muniz,886264a0c9f4ea5e
ef927e4fe2117ab8,fc2a30bfb760bdf8,"December 11, 2021","Las Vegas, Nevada, USA",Erin Blanchfield,669970f7feba8ecd
ef927e4fe2117ab8,537a5aa4c248830e,"December 11, 2021","Las Vegas, Nevada, USA",Ryan Hall,8866c6f509c19089
ef927e4fe2117ab8,8bcdcfb0f93f1409,"December 11, 2021","Las Vegas, Nevada, USA",Tony Kelley,1a08b01fdabb6ae2
ef927e4fe2117ab8,505397f405e40206,"December 11, 2021","Las Vegas, Nevada, USA",Gillian Robertson,38c7f72747f4f712
c95fbc085e17a532,18f19b1422e8154b,"November 20, 2021","Las Vegas, Nevada, USA",Ketlen Vieira,b9706f80d005036c
c95fbc085e17a532,50bf4bb2f8d9aba4,"November 20, 2021","Las Vegas, Nevada, USA",Sean Brady,45f7cb591c3ab00b
c95fbc085e17a532,bb15c0a2911043bd,"November 20, 2021","Las Vegas, Nevada, USA",Taila Santos,f7467152fd9f18a2
c95fbc085e17a532,1cd8f5a107f64e39,"November 20, 2021","Las Vegas, Nevada, USA",Rani Yahya,94527830000ab715
c95fbc085e17a532,9b9ef12603e820ec,"November 20, 2021","Las Vegas, Nevada, USA",Adrian Yanez,0232cabbc30a2372
c95fbc085e17a532,f592f168f3b8b807,"November 20, 2021","Las Vegas, Nevada, USA",Pat Sabatini,b8bbdeff718dbb7d
c95fbc085e17a532,fd60e75303622e5e,"November 20, 2021","Las Vegas, Nevada, USA",Rafa Garcia,e132d47bd9efbbe0
c95fbc085e17a532,450534f9fb9b13cd,"November 20, 2021","Las Vegas, Nevada, USA",Loopy Godinez,8e5d953bdb9ae5e7
c95fbc085e17a532,84c68c4c387d2e32,"November 20, 2021","Las Vegas, Nevada, USA",Cody Durden,7f6ed67d3ed3c036
c95fbc085e17a532,1ff89e2a9cc2f2d2,"November 20, 2021","Las Vegas, Nevada, USA",Shayilan Nuerdanbieke,0a73acff6325c1e2
c95fbc085e17a532,8dd086e2e70144fd,"November 20, 2021","Las Vegas, Nevada, USA",Luana Pinheiro,a3a542074109b347
509697e08673d2e5,3109d1151f149aaf,"December 04, 2021","Las Vegas, Nevada, USA",Jose Aldo,d0f3959b4a9747e6
509697e08673d2e5,a38648a1c190f9be,"December 04, 2021","Las Vegas, Nevada, USA",Rafael Fiziev,c814b4c899793af6
509697e08673d2e5,b3847772199e2639,"December 04, 2021","Las Vegas, Nevada, USA",Jamahal Hill,5444c5a201d3ee5a
509697e08673d2e5,5d64044b985004e7,"December 04, 2021","Las Vegas, Nevada, USA",Clay Guida,c47df9303d318c67
509697e08673d2e5,9e5bbbacf1d92cb4,"December 04, 2021","Las Vegas, Nevada, USA",Chris Curtis,5442f1bc4b47eaf3
509697e08673d2e5,657b7da9c89352fe,"December 04, 2021","Las Vegas, Nevada, USA",Alex Morono,cdb96af67d096b1e
509697e08673d2e5,723a8a8c82cab1c8,"December 04, 2021","Las Vegas, Nevada, USA",Dusko Todorovic,866fd7b1a6c90e7f
509697e08673d2e5,376dddfa82debbf4,"December 04, 2021","Las Vegas, Nevada, USA",Manel Kape,5d1b7e3dd9e11074
509697e08673d2e5,405bded9cc7a7c15,"December 04, 2021","Las Vegas, Nevada, USA",Bryan Barberena,a331233f597090a5
509697e08673d2e5,3fc8afbb23b9ac16,"December 04, 2021","Las Vegas, Nevada, USA",Cheyanne Vlismas,4959f10a62f3fec3
509697e08673d2e5,42b28adbed6966b7,"December 04, 2021","Las Vegas, Nevada, USA",William Knight,5da33b8fbfa5ee95
509697e08673d2e5,c74b03337a8441ed,"December 04, 2021","Las Vegas, Nevada, USA",Claudio Puelles,d747eb273a40a920
509697e08673d2e5,1ce1a43ef68ffc7d,"December 04, 2021","Las Vegas, Nevada, USA",Vince Morales,37098a6e6c27fb66
b5abaa65f87938eb,147e984aa34e3028,"November 13, 2021","Las Vegas, Nevada, USA",Max Holloway,150ff4cc642270b9
b5abaa65f87938eb,1013cdbb6c9a4a2e,"November 13, 2021","Las Vegas, Nevada, USA",Marcos Rogerio de Lima,ab943cd2c3c17825
b5abaa65f87938eb,e6ce8360ef43891c,"November 13, 2021","Las Vegas, Nevada, USA",Felicia Spencer,39d91e95949de3d9
b5abaa65f87938eb,8636b67096df4b27,"November 13, 2021","Las Vegas, Nevada, USA",Khaos Williams,2558ae2e5671e318
b5abaa65f87938eb,73c97d5c314f1270,"November 13, 2021","Las Vegas, Nevada, USA",Song Yadong,efb96bf3e9ada36f
b5abaa65f87938eb,0273dbd5dedbdbe0,"November 13, 2021","Las Vegas, Nevada, USA",Joel Alvarez,58bbef3770bb2dfc
b5abaa65f87938eb,c0518d213b67e754,"November 13, 2021","Las Vegas, Nevada, USA",Andrea Lee,05fa626cb33d15b8
b5abaa65f87938eb,a27a355f52883f3e,"November 13, 2021","Las Vegas, Nevada, USA",Sean Woodson,4682bc59d5f55145
b5abaa65f87938eb,66eee2320e900a8a,"November 13, 2021","Las Vegas, Nevada, USA",Cortney Casey,5f179af5fffeb9f6
b5abaa65f87938eb,2c21abbc28e3876a,"November 13, 2021","Las Vegas, Nevada, USA",Rafael Alves,029afd138865d20a
b5abaa65f87938eb,81bb4d9b214adf4b,"November 13, 2021","Las Vegas, Nevada, USA",Da Woon Jung,74f9448b97bf8bec
48e093ea1f43a053,31b3ae9352d9389b,"November 06, 2021","New York City, New York, USA",Kamaru Usman,f1b2aa7853d1ed6e
48e093ea1f43a053,19722043e7eb4e39,"November 06, 2021","New York City, New York, USA",Rose Namajunas,47b63240018d5d86
48e093ea1f43a053,c634ed84212723ca,"November 06, 2021","New York City, New York, USA",Marlon Vera,7c7332319c14094c
48e093ea1f43a053,a260238fdb9c47cf,"November 06, 2021","New York City, New York, USA",Shane Burgos,98d961097baaf308
48e093ea1f43a053,999a0fad4c82148d,"November 06, 2021","New York City, New York, USA",Justin Gaethje,9e8f6c728eb01124
48e093ea1f43a053,385101e8ad828c39,"November 06, 2021","New York City, New York, USA",Alex Pereira,e5549c82bfb5582d
48e093ea1f43a053,d69e3677060af4c7,"November 06, 2021","New York City, New York, USA",King Green,887961364be5ceb3
48e093ea1f43a053,fa3b28ff3585b4a0,"November 06, 2021","New York City, New York, USA",Chris Curtis,5442f1bc4b47eaf3
48e093ea1f43a053,095a351dd6f09f7e,"November 06, 2021","New York City, New York, USA",Nassourdine Imavov,881bf86d4cba8578
48e093ea1f43a053,733dcfec0cc9b439,"November 06, 2021","New York City, New York, USA",Ian Machado Garry,442c9011034ae1fd
48e093ea1f43a053,e25875165648162b,"November 06, 2021","New York City, New York, USA",Chris Barnett,7a5e8c94a86f9895
48e093ea1f43a053,88cc78d2d5d6bcaa,"November 06, 2021","New York City, New York, USA",Dustin Jacoby,e4277e87a789d687
48e093ea1f43a053,73d541adc2909dc8,"November 06, 2021","New York City, New York, USA",Melsik Baghdasaryan,a52bc1e62cf0b7c6
48e093ea1f43a053,8081cb92f71401c6,"November 06, 2021","New York City, New York, USA",Ode Osbourne,6d68c1afe954f121
3974fa35c917af1d,919fb76d2f3e5827,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Glover Teixeira,7ff97850e8c32bda
3974fa35c917af1d,18edff5447989b3f,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Petr Yan,d661ce4da776fc20
3974fa35c917af1d,5ad4c0eae7512878,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Islam Makhachev,275aca31f61ba28c
3974fa35c917af1d,13e3e41e0c6f4e04,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Alexander Volkov,279566840aa55bf2
3974fa35c917af1d,987cdcbc809e210d,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Khamzat Chimaev,767755fd74662dbf
3974fa35c917af1d,58b19ba734fe93a3,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Magomed Ankalaev,d802174b0c0c1f4e
3974fa35c917af1d,d84968d7e9fcb4f3,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Amanda Ribas,beecb672a279223e
3974fa35c917af1d,41cdfea7df63003f,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Zubaira Tukhugov,aceffa19749c4dc0
3974fa35c917af1d,768c86e307295944,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Albert Duraev,6b7c7460855dbbb9
3974fa35c917af1d,efc6af0151f72b87,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Elizeu Zaleski dos Santos,8adcbd525fab8d9b
3974fa35c917af1d,92c49cb075f612d7,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Michal Oleksiejczuk,0d65c432720accb9
3974fa35c917af1d,156f2425a937b22f,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Lerone Murphy,396fe87b84ac2e1c
3974fa35c917af1d,4a5e5232346993c7,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Andre Petroski,5f61780fe5e9b6d0
3974fa35c917af1d,6163c18411aca830,"October 30, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Tagir Ulanbekov,f00ac08ab056af5d
8a9c6c4301f6d088,860be3cc82895177,"October 23, 2021","Las Vegas, Nevada, USA",Marvin Vettori,7acbb0972e75281a
8a9c6c4301f6d088,9fe62ea683decc55,"October 23, 2021","Las Vegas, Nevada, USA",,
8a9c6c4301f6d088,69167b996ce7a7e4,"October 23, 2021","Las Vegas, Nevada, USA",Jessica-Rose Clark,6c8072b61c276e67
